COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,GRADESPAN,SUPERINTENDENT,ADDRESS,CITY_STATE_ZIP,PHONE,EMAIL,WEBSITE,FACEBOOK,TWITTER
19,HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,09-12,MR. BENDER,1445 STATE ROUTE 31,ANNANDALE NJ 08801,(908)735-2846 Ext. 5101,JBENDER@NHVWEB.NET,http://www.nhvweb.net,,
19,HUNTERDON,4350,READINGTON TWP,PK-08,DR. HART,52  READINGTON ROAD,WHITEHOUSE STATION NJ 08889,(908)534-2195 Ext. 1,JHART@READINGTON.K12.NJ.US,https://www.readington.k12.nj.us,https://facebook.com/readingtonschools,
19,HUNTERDON,5180,TEWKSBURY TWP,PK-08,DR. HUMPHREY,173 OLD TURNPIKE ROAD,CALIFON NJ 07830,(908)439-2010 Ext. 4224,RHUMPHREY@TEWKSBURYSCHOOLS.ORG,https://www.tewksburyschools.org,,https://twitter.com/TewksburySchool
19,HUNTERDON,5270,UNION TWP,PK-08,MR. DIAZ,149 PERRYVILLE ROAD,HAMPTON NJ 08827,(908)238-6004,NDIAZ@UNIONTWPSCHOOL.ORG,https://www.uniontwpschool.org,https://www.facebook.com/UnionTownshipHC/,https://twitter.com/UnionTownshipHC
21,MERCER,1245,EAST WINDSOR REGIONAL,PK-12,DR. KATZ,25A LESHIN LANE,HIGHTSTOWN NJ 08520,(609)443-7717 Ext. 2020,RKATZ@EWRSD.K12.NJ.US,http://www.eastwindsorregionalschools.com,https://www.facebook.com/East-Windsor-Regional-School-District-127868610614757/,https://twitter.com/ewrsdsup/
21,MERCER,1430,EWING TWP,PK-12,MR. NITTI,2099 PENNINGTON RD,EWING NJ 08618,(609)538-9800 Ext. 1102,MNITTI@EWINGBOE.ORG,https://www.ewing.k12.nj.us,,https://twitter.com/TheEwingSchools
21,MERCER,1950,HAMILTON TWP,PK-12,DR. ROCCO,90 PARK AVENUE,HAMILTON NJ 08690,(609)631-4100 Ext. 3058,SROCCO@HAMILTON.K12.NJ.US,https://www.hamilton.k12.nj.us/,https://www.facebook.com/WeAreHTSD,https://twitter.com/WeAreHTSD
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,PK-12,DR. SMITH,425 SOUTH MAIN ST,PENNINGTON NJ 08534,(609)737-4002 Ext. 2101,THOMASSMITH@HVRSD.ORG,https://www.hvrsd.org/,https://www.facebook.com/HVRSD,https://twitter.com/HVRSD
21,MERCER,2580,LAWRENCE TWP,PK-12,DR. KASUN,2565 PRINCETON PIKE,LAWRENCEVILLE NJ 08648,(609)671-5405,RKASUN@LTPS.ORG,https://www.ltps.org,https://www.facebook.com/LawrenceTownshipPublicSchoolsNJ,https://twitter.com/LTPS1
21,MERCER,3103,MERCER CO SPECIAL SERVICE,PK-12,KIMBERLY SCHNEIDER,1020 OLD TRENTON ROAD,HAMILTON NJ 08690,(609)631-2102,KIMBERLY_SCHNEIDER@MCSSSD.ORG,https://www.mcsssd.info,http://www.facebook.com/mcsssd/?ref=bookmarks,
21,MERCER,3105,MERCER COUNTY VOCATIONAL,09-12,DR. SCHNEIDER,1085 OLD TRENTON RD,TRENTON NJ 08690,(609)586-2129 Ext. 1215,KSCHNEIDER@MCTS.EDU,https://www.mcts.edu,https://www.facebook.com/mctsnj,https://twitter.com/mctsnj
21,MERCER,4255,PRINCETON REGIONAL,PK-12,MR. COCHRANE,25 VALLEY ROAD,PRINCETON NJ 08540,(609)806-4220,SCOCHRANE@PRINCETONK12.ORG,http://www.princetonk12.org/,https://www.facebook.com/PrincetonPublicSchoolsNJ/,https://twitter.com/princetonk12
21,MERCER,5210,TRENTON CITY,PK-12,MR. MCDOWELL,108 NORTH CLINTON AVENUE,TRENTON NJ 08609,(609)656-5496,FMCDOWELL@TRENTON.K12.NJ.US,http://www.trentonk12.org/,,
21,MERCER,5510,ROBBINSVILLE TWP,PK-12,KATHLEEN FOSTER,155 ROBBINSVILLE EDINBURG RD.,ROBBINSVILLE NJ 08691,(609)632-0910 Ext. 1,FOSTER@ROBBINSVILLE.K12.NJ.US,http://www.robbinsville.k12.nj.us,,
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,PK-12,DAVID ADERHOLD,321 VILLAGE RD EAST,WEST WINDSOR NJ 08550,(609)716-5000 Ext. 5040,DAVID.ADERHOLD@WW-P.ORG,http://www.west-windsor-plainsboro.k12.nj.us/,https://www.facebook.com/WWP.Schools/,https://twitter.com/wwp_schools?lang=en
23,MIDDLESEX,0750,CARTERET BORO,PK-12,MRS. DIAZ,599 ROOSEVELT AVENUE,CARTERET NJ 07008-2912,(732)541-8960 Ext. 6001,RDIAZ@CARTERETSCHOOLS.ORG,http://www.carteretschools.org,,
23,MIDDLESEX,0970,CRANBURY TWP,PK-08,DR. GENCO,23 NORTH MAIN STREET,CRANBURY NJ 08512-3257,(609)395-1700,SGENCO@CRANBURYSCHOOL.ORG,https://www.cranburyschool.org,,
23,MIDDLESEX,1140,DUNELLEN BORO,PK-12,MR. MOSLEY,400 HIGH STREET,DUNELLEN NJ 08812-1520,(732)400-5900 Ext. 1000,MOSLEYG@DUNELLENSCHOOLS.ORG,http://www.dunellenschools.org/dps/,,
23,MIDDLESEX,1170,EAST BRUNSWICK TWP,PK-12,VICTOR VALESKI,760 ROUTE 18,EAST BRUNSWICK NJ 08816,(732)613-6705,VPVALESKI@EBNET.ORG,https://www.ebnet.org/,https://www.facebook.com/EBPublicSchools/,https://twitter.com/ebpublicschools
23,MIDDLESEX,1290,EDISON TWP,PK-12,MR. SAXTON,312 PIERSON AVENUE,EDISON NJ 08837,(732)452-4961,PAUL.SAXTON@EDISON.K12.NJ.US,https://www.edison.k12.nj.us,,
23,MIDDLESEX,2150,HIGHLAND PARK BORO,PK-12,DR. TAYLOR,435 MANSFIELD STREET,HIGHLAND PARK NJ 08904,(732)572-6990 Ext. 2813,TAYLOR@HPSCHOOLS.NET,http://www.hpschools.net/,https://www.facebook.com/highlandparkpublicschools/,https://twitter.com/hpschoolsnj
23,MIDDLESEX,2370,JAMESBURG BORO,PK-08,MR. BETZE,13 AUGUSTA STREET,JAMESBURG NJ 08831,(732)521-0303,BBETZE@JAMESBURG.ORG,https://www.jamesburg.org/,,
23,MIDDLESEX,3120,METUCHEN BORO,PK-12,DR. CAPUTO,16 SIMPSON PLACE,METUCHEN NJ 08840,(732)321-8700 Ext. 1016,VCAPUTO@METBOE.K12.NJ.US,http://www.metuchenschools.org/metuchen/,https://www.facebook.com/metuchenschools/,https://twitter.com/MSD_Caputo
23,MIDDLESEX,3140,MIDDLESEX BORO,PK-12,LINDA MADISON,300 JOHN F. KENNEDY DRIVE,MIDDLESEX NJ 08846,(732)317-6000 Ext. 20301,MADISONL@MIDDLESEX.K12.NJ.US,http://www.middlesex.k12.nj.us/msd,https://www.facebook.com/middlesex.boe?fref=ts,https://twitter.com/DrLindaMadison
23,MIDDLESEX,3145,MIDDLESEX CO REG SER COMM,PK-12,MR. FINKELSTEIN,1660 STELTON ROAD,PISCATAWAY NJ 08854-5917,(732)777-9848 Ext. 3200,MFINKELSTEIN@ESCNJ.K12.NJ.US,,,
23,MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,08-12,MRS. VEILLEUX,112 RUES LANE,EAST BRUNSWICK NJ 08816-1070,(732)257-3300 Ext. 1911,VEILLEUXD@MCVTS.NET,http://www.mcvts.net,,https://www.twitter.com/MCVTS_
23,MIDDLESEX,3220,MILLTOWN BORO,PK-08,DR. BROWN,21 WEST CHURCH STREET,MILLTOWN NJ 08850-1643,(732)214-2365 Ext. 1,SBROWN@MILLTOWNPS.ORG,http://www.milltownps.org,https://www.facebook.com/MilltownPs,https://www.twitter.com/MilltownPs
23,MIDDLESEX,3290,MONROE TWP,PK-12,MR. GOODALL,423 BUCKELEW AVENUE,MONROE TOWNSHIP NJ 08831,(732)521-1500,ROBERT.GOODALL@MONROE.K12.NJ.US,https://www.monroe.k12.nj.us/,https://www.facebook.com/monroe.k12.nj.us,https://twitter.com/mtsdfalcons
23,MIDDLESEX,3530,NEW BRUNSWICK CITY,PK-12,AUBREY JOHNSON,268 BALDWIN STREET,NEW BRUNSWICK NJ 08901,(732)745-5300 Ext. 5414,AUBREY_JOHNSON@NBPSNJ.NET,http://www.nbpschools.net/,https://www.facebook.com/nbpschools,https://twitter.com/nbpschools
23,MIDDLESEX,3620,NORTH BRUNSWICK TWP,PK-12,DR. ZYCHOWSKI,308 OLD GEORGES RD,NORTH BRUNSWICK NJ 08902,(732)289-3030,BZYCHOWSKI@NBTSCHOOLS.ORG,http://nbtschools.org,,
23,MIDDLESEX,3845,OLD BRIDGE TWP,PK-12,MR. CITTADINO,4207 ROUTE 516,MATAWAN NJ 07747,(732)290-3976,DCITTADINO@OBPS.ORG,https://www.oldbridgeadmin.org,,https://twitter.com/OBSupCittadino
23,MIDDLESEX,4090,PERTH AMBOY CITY,PK-12,DR. ROMAN,178 BARRACKS STREET,PERTH AMBOY NJ 08861,(732)376-6201,DROMAN@PAPS.NET,https://www.paps.net,,
23,MIDDLESEX,4130,PISCATAWAY TWP,PK-12,TERESA RAFFERTY,1515 STELTON RD,PISCATAWAY NJ 08854,(732)572-2289 Ext. 2513,RAFFERTY@PWAY.ORG,http://piscatawayschools.org/,https://www.facebook.com/pwayschools/,https://twitter.com/pwayschools
23,MIDDLESEX,4660,SAYREVILLE BORO,PK-12,DR. LABBE,150 LINCOLN ST.,SOUTH AMBOY NJ 08879,(732)525-5203,RICHARD.LABBE@SAYREVILLEK12.NET,http://www.sayrevillek12.net,https://www.facebook.com/sayrevillepublicschools,https://twitter.com
23,MIDDLESEX,4830,SOUTH AMBOY CITY,PK-12,MR. DIAZ,240 JOHN STREET,SOUTH AMBOY NJ 08879-1794,(732)525-2100 Ext. 1226,JDIAZ@SAPUBLICSCHOOLS.COM,http://www.sapublicschools.com,https://www.facebook.com/sapublicschools/,http://twitter.com/sapublicschools
23,MIDDLESEX,4860,SOUTH BRUNSWICK TWP,PK-12,MR. FEDER,231 BLACK HORSE LANE,NORTH BRUNSWICK NJ 08902,(732)297-7800 Ext. 5104,SCOTT.FEDER@SBSCHOOLS.ORG,https://www.sbschools.org/,https://www.facebook.com/SBSchools/,https://www.twitter.com/SBSDBOE
23,MIDDLESEX,4910,SOUTH PLAINFIELD BORO,PK-12,DR. LISHAK,125 JACKSON AVENUE,SOUTH PLAINFIELD NJ 07080,(908)754-4620 Ext. 8226,NLISHAK@SPBOE.ORG,http://spboe.org,https://www.facebook.com/spboe.org/,
23,MIDDLESEX,4920,SOUTH RIVER BORO,PK-12,MS. ZIRCHER,15 MONTGOMERY STREET,SOUTH RIVER NJ 08882,(732)613-4000 Ext. 6,SZIRCHER@SRIVERNJ.ORG,https://www.srivernj.org,https://www.facebook.com/SRivernj,https://twitter.com/SRPS_Rams?lang=en
23,MIDDLESEX,4970,SPOTSWOOD BORO,PK-12,MR. PEABODY,105 SUMMERHILL ROAD,SPOTSWOOD NJ 08884,(732)723-2200 Ext. 5000,GPEABODY@SPSD.US,https://www.spsd.us,https://www.facebook.com/Spotswood-Board-Of-Education-367110406701837/,https://twitter.com/spschargers
23,MIDDLESEX,5850,WOODBRIDGE TWP,PK-12,DR. ZEGA,421 SCHOOL STREET,WOODBRIDGE NJ 07095,(732)602-8472,ROBERT.ZEGA@WOODBRIDGE.K12.NJ.US,https://www.woodbridge.k12.nj.us,,
25,MONMOUTH,0100,ASBURY PARK CITY,PK-12,MRS. GRAY,910 4TH AVE,ASBURY PARK NJ 07712,(732)776-2606 Ext. 2416,GRAYS@ASBURYPARK.K12.NJ.US,https://www.asburypark.k12.nj.us/,https://www.facebook.com/asburyparkschools/,https://twitter.com/Asbury_ParkSD
25,MONMOUTH,0130,ATLANTIC HIGHLANDS BORO,PK-06,DR. COMPTON,140 FIRST AVENUE,ATLANTIC HIGHLANDS NJ 07716,(732)291-2020,SCOMPTON@AHES.K12.NJ.US,http://ahes.tridistrict.org/,https://www.facebook.com/AHElementarySchool/,https://twitter.com/Principal_AHES
25,MONMOUTH,0180,AVON BORO,KG-08,MR. ALBRIZIO,505 LINCOLN AVE,AVON NJ 07717,(732)775-4328,CALBRIZIO@AVONSCHOOL.COM,https://www.AvonSchool.com,,
25,MONMOUTH,0225,BAYSHORE JOINTURE COMM,01-12,MR. ROONEY,100 TORNILLO WAY,TINTON FALLS NJ 07712,(732)695-7822,LKARANIEWSKY@MOESC.ORG,https://theshorecenter.org,,
25,MONMOUTH,0270,BELMAR BORO,PK-08,MR. HALLMAN,1101 MAIN ST,BELMAR NJ 07719,(732)681-2388,HALLMAN@BELMAR.K12.NJ.US,https://www.belmar.k12.nj.us/,,
25,MONMOUTH,0500,BRADLEY BEACH BORO,PK-08,DR. WISNIEWSKI,515 BRINLEY AVENUE,BRADLEY BEACH NJ 07720-1311,(732)775-4413 Ext. 116,SWISNIEWSKI@BBESNJ.ORG,http://bbesnj.org,,https://twitter.com/BBESNJ
25,MONMOUTH,0560,BRIELLE BORO,PK-08,MRS. CARLSON,605 UNION LANE,BRIELLE NJ 08730,(732)528-6400 Ext. 200,CCARLSON@BRIELLESCHOOL.ORG,http://www.brielleschool.org,,
25,MONMOUTH,0945,COLTS NECK TWP,PK-08,DR. GARIBAY,70 CONOVER ROAD,COLTS NECK NJ 07722,(732)946-0055 Ext. 4104,GARIBAY@COLTSNECKSCHOOLS.ORG,https://www.coltsneckschools.org,https://www.facebook.com/CNSchools,https://twitter.com/CNSchools
25,MONMOUTH,1000,DEAL BORO,KG-08,MR. SAPONARO,201 ROSELD AVE,DEAL NJ 07723,(732)531-0480 Ext. 110,DSAPONARO@DEALSCHOOL.ORG,http://www.dealschool.org,,https://twitter.com/dealschool
25,MONMOUTH,1260,EATONTOWN BORO,PK-08,MR. MCCUE,5 GRANT AVENUE,EATONTOWN NJ 07724,(732)935-3323,SMCCUE@EATONTOWN.ORG,http://www.eatontown.org,,
25,MONMOUTH,1440,FAIR HAVEN BORO,PK-08,MR. MCNEIL,224 HANCE ROAD,FAIR HAVEN NJ 07704,(732)747-2294,MCNEILS@FAIRHAVEN.EDU,https://www.fairhaven.edu,,https://twitter.com/Sean_McNeil2
25,MONMOUTH,1490,FARMINGDALE BORO,PK-08,MRS. CONROY,49 ACADEMY STREET,FARMINGDALE NJ 07727,(732)938-9611,EDITH.CONROY@FARMINGDALESCHOOL.COM,http://www.farmingdaleschool.com,https://www.facebook.com/FarmingdaleSchool/,https://twitter.com/FSDVikings
25,MONMOUTH,1640,FREEHOLD BORO,PK-08,DR. TOMAZIC,280 PARK AVENUE,FREEHOLD NJ 07728-2006,(732)761-2100,RTOMAZIC@FREEHOLDBORO.K12.NJ.US,https://www.freeholdboro.k12.nj.us,,https://twitter.com/@FBPSsup
25,MONMOUTH,1650,FREEHOLD REGIONAL,09-12,MR. SAMPSON,11 PINE STREET,ENGLISHTOWN NJ 07726-1513,(732)792-7300 Ext. 8538,CSAMPSON@FRHSD.COM,https://www.frhsd.com/,https://www.facebook.com/FreeholdRegional/,https://twitter.com/FRHSDSup?ref_src=twsrc%5Etfw&ref_url=https%3A%2F%2Fwww.frhsd.com%2F
25,MONMOUTH,1660,FREEHOLD TWP,PK-08,MR. DICKSTEIN,384 WEST MAIN STREET,FREEHOLD NJ 07728,(732)462-8400 Ext. 8807,NDICKSTEIN@FREEHOLDTWP.K12.NJ.US,https://www.freeholdtwp.k12.nj.us/,,
25,MONMOUTH,2105,HAZLET TWP,PK-12,DR. RIDLEY,421 MIDDLE ROAD,HAZLET NJ 07730,(732)264-8401 Ext. 1101,SRIDLEY@HAZLET.ORG,http://www.hazlet.org,https://www.facebook.com/hazletschools/,https://twitter.com/Hazlet_Ed_Tech
25,MONMOUTH,2120,HENRY HUDSON REGIONAL,07-12,DR. COMPTON,1 GRAND TOUR,HIGHLANDS NJ 07732,(732)872-0900 Ext. 2001,SCOMPTON@HENRYHUDSONREG.K12.NJ.US,Https://henryhudsonreg.k12.nj.us/hhrs,https://facebook.com/henryhudsonregional,https://twitter.com/HHPrincipal
25,MONMOUTH,2160,HIGHLANDS BORO,PK-06,DR. COMPTON,360 NAVESINK AVE,HIGHLANDS NJ 07732-1323,(732)872-1476 Ext. 11,SCOMPTON@HIGHLANDSELEMENTARY.ORG,http://hes.tridistrict.org/,https://www.facebook.com/HighlandsElem,https://twitter.com/HighlandsEleme2
25,MONMOUTH,2230,HOLMDEL TWP,PK-12,DR. MCGARRY,65 MCCAMPBELL ROAD,HOLMDEL NJ 07733,(732)946-1800 Ext. 6022,RMCGARRY@HOLMDELSCHOOLS.ORG,https://www.holmdelschools.org/,https://www.facebook.com/GoHolmdel/,https://twitter.com/HolmdelSchools
25,MONMOUTH,2290,HOWELL TWP,PK-08,MR. ISOLA,200 SQUANKUM-YELLOWBROOK ROAD,FARMINGDALE NJ 07727,(732)751-2480 Ext. 3828,JISOLA@HOWELL.K12.NJ.US,https://www.howell.k12.nj.us/,https://www.facebook.com/howell.township.k8/,https://twitter.com/HowellTwpK8
25,MONMOUTH,2400,KEANSBURG BORO,PK-12,MR. NIESZ,100 PALMER PLACE,KEANSBURG NJ 07734,(732)787-2007 Ext. 2300,JNIESZ@KEANSBURG.K12.NJ.US,https://www.keansburg.k12.nj.us,,
25,MONMOUTH,2430,KEYPORT BORO,PK-12,DR. SAVOIA,370 BROAD STREET,KEYPORT NJ 07735,(732)212-6100 Ext. 1000,LSAVOIA@KPSDSCHOOLS.ORG,http://www.kpsdschools.org,https://www.facebook.com/Keyport-Public-Schools-220534011350341/,https://twitter.com/KeyportSchools
25,MONMOUTH,2720,LITTLE SILVER BORO,PK-08,DR. KOSSACK,124 WILLOW DRIVE,LITTLE SILVER NJ 07739,(732)741-2188,CKOSSACK@LITTLESILVERSCHOOLS.ORG,https://www.littlesilverschools.org/district/index,https://www.facebook.com/Little-Silver-Schools,https://twitter.com/LittleSilverSch
25,MONMOUTH,2770,LONG BRANCH CITY,PK-12,DR. SALVATORE,540 BROADWAY,LONG BRANCH NJ 07740,(732)571-2868 Ext. 40010,MSALVATORE@LONGBRANCH.K12.NJ.US,https://www.longbranch.k12.nj.us,,
25,MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,PK-08,DR. MARCIANTE JR PHD,54 MAIN STREET,ENGLISHTOWN NJ 07726,(732)786-2534,JMARCIANTE@MERSNJ.US,https://www.mersnj.us/,,
25,MONMOUTH,2930,MANASQUAN BORO,PK-12,DR. KASYAN,169 BROAD STREET,MANASQUAN NJ 08736,(732)528-8800,FKASYAN@MANASQUANBOE.ORG,https://www.manasquanschools.org/,https://www.facebook.com/ManasquanSchoolDistrict/,https://twitter.com/manasquanboe
25,MONMOUTH,3030,MARLBORO TWP,PK-08,DR. HIBBS,1980 TOWNSHIP DRIVE,MARLBORO NJ 07746,(732)972-2000 Ext. 2015,EHIBBS@MTPS.ORG,https://www.mtps.org/,,
25,MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,PK-12,DR. MAJKA,1 CREST WAY,ABERDEEN NJ 07747,(732)705-4050,JMAJKA@MARSD.ORG,https://www.marsd.org,,https://twitter.com@MARSDNJ
25,MONMOUTH,3160,MIDDLETOWN TWP,PK-12,DR. GEORGE,834 LEONARDVILLE ROAD,LEONARDO NJ 07737,(732)671-3850 Ext. 1002,GEORGEW@MIDDLETOWNK12.ORG,https://www.middletownk12.org/,https://www.facebook.com/MiddletownTPS,https://twitter.com/MTPSpride
25,MONMOUTH,3200,MILLSTONE TWP,PK-08,DR. HUSS,5 DAWSON COURT,MILLSTONE TOWNSHIP NJ 08535-8118,(732)786-0950,CHUSS@MILLSTONE.K12.NJ.US,https://www.millstone.k12.nj.us,,
25,MONMOUTH,3250,MONMOUTH BEACH BORO,PK-08,MR. ETTORE,7 HASTINGS PLACE,MONMOUTH BEACH NJ 07750,(732)222-6139 Ext. 250,ETTORE@MBSCHOOL.ORG,https://www.mbschool.org,https://www.facebook.com/Monmouth-Beach-School-1881093198776713/,https://twitter.com/mbs_ettore?lang=en
25,MONMOUTH,3255,MONMOUTH-OCEAN ED SER COM,06-12,MR. ROONEY,900 HOPE ROAD,TINTON FALLS NJ 07712,(732)695-7822,LKARANIEWSKY@MOESC.ORG,https://www.moesc.org,,
25,MONMOUTH,3260,MONMOUTH CO VOCATIONAL,09-12,MR. MCCORKELL,"4000 KOZLOSKI ROAD, P.O. BOX 5033",FREEHOLD NJ 07728-5033,(732)431-7942 Ext. 4889,TM@CTEMC.ORG,http://www.mcvsd.org,,
25,MONMOUTH,3270,MONMOUTH REGIONAL,09-12,MR. TEEPLE,1 NORMAN J FIELD WAY,TINTON FALLS NJ 07724,(732)542-1170 Ext. 1102,ATEEPLE@MONMOUTHREGIONAL.NET,https://www.monmouthregional.net/,https://www.facebook.com/Monmouth-Regional-High-School-214788595241115/,https://twitter.com/MonRegHS
25,MONMOUTH,3500,NEPTUNE CITY,PK-08,DR. MERCORA,210 WEST SYLVANIA AVE.,NEPTUNE CITY NJ 07753,(732)775-5319 Ext. 5000,DMERCORA@NEPTUNECITYSCHOOL.ORG,https://www.neptunecityschool.org,,
25,MONMOUTH,3510,NEPTUNE TWP,PK-12,DR. CRADER,60 NEPTUNE BLVD,NEPTUNE TWP NJ 07753,(732)776-2200 Ext. 7866,TCRADER@NEPTUNE.K12.NJ.US,https://www.neptuneschools.org,,https://twitter.com/neptuneschools
25,MONMOUTH,3810,OCEAN TWP,PK-12,DR. STEFANKIEWICZ,163 MONMOUTH ROAD,OAKHURST NJ 07755,(732)531-5600 Ext. 3000,JSTEFANKIEWICZ@OCEANSCHOOLS.ORG,http://www.oceanschools.org,https://www.facebook.com/TownshipofOceanSchoolDistrict,
25,MONMOUTH,3830,OCEANPORT BORO,PK-08,MS. LIPINSKI,29 WOLF HILL AVENUE,OCEANPORT NJ 07757-1625,(732)542-0683 Ext. 2122,MLIPINSKI@OCEANPORT.K12.NJ.US,http://oceanport.k12.nj.us,,
25,MONMOUTH,4360,RED BANK BORO,PK-08,DR. RUMAGE,76 BRANCH AVENUE,RED BANK NJ 07701,(732)758-1507,RUMAGEJ@RBB.K12.NJ.US,https://www.rbb.k12.nj.us,https://www.facebook.com/redbankboroughpublicschools/,https://twitter.com/redbanksup
25,MONMOUTH,4365,RED BANK REGIONAL,09-12,MR. MOORE,101 RIDGE ROAD,LITTLE SILVER NJ 07739,(732)842-8000 Ext. 247,LMOORE@RBRHS.ORG,https://www.rbrhs.org,,https://twitter.com/rbrhs
25,MONMOUTH,4520,ROOSEVELT BORO,PK-06,DR. COHEN,2A SCHOOL LANE,ROOSEVELT NJ 08555-0160,(609)448-2798,MCOHEN@RPS1.ORG,http://www.rps1.org,,
25,MONMOUTH,4570,RUMSON BORO,PK-08,DR. BORMANN,60 FORREST AVENUE,RUMSON NJ 07760,(732)842-4747,JBORMANN@RUMSONSCHOOL.ORG,http://www.rumsonschool.org/,https://www.facebook.com/rumsonschooldistrict/?scrlybrkr=7e5432dc,https://twitter.com/rumsonbulldawgs?lang=en&scrlybrkr=00a746cf
25,MONMOUTH,4580,RUMSON-FAIR HAVEN REG,09-12,DR. RIGHI,74 RIDGE ROAD,RUMSON NJ 07760,(732)842-1597 Ext. 550,PRIGHI@RUMSONFAIRHAVEN.ORG,https://www.rumsonfairhaven.org/,https://www.facebook.com/Rumson-Fair-Haven-Regional-High-School-107705305924170/,https://twitter.com/RFH_Regional
25,MONMOUTH,4690,SEA GIRT BORO,PK-08,MR. PAPERA,451 BELL PLACE,SEA GIRT NJ 08750,(732)449-3422,RPAPERA@SEAGIRT.K12.NJ.US,https://www.seagirt.k12.nj.us/,https://www.facebook.com/sea.girt.elementary.school/?modal=admin_todo_tour,
25,MONMOUTH,4760,SHORE REGIONAL,09-12,THOMAS FARRELL,132 MONMOUTH PARK HWY 36,WEST LONG BRANCH NJ 07764,(732)222-9300 Ext. 2030,TFARRELL@SHOREREGIONAL.ORG,https://www.shoreregional.org,https://www.facebook.com/ShoreRegionalHighSchool,https://twitter.com/ShoreRegional
25,MONMOUTH,4770,SHREWSBURY BORO,PK-08,MR. MACCONNELL,20 OBRE PLACE,SHREWSBURY NJ 07702,(732)747-0882 Ext. 107,MACCONNELLB@SBS-NJ.ORG,https://www.sbs.k12.nj.us/sbs,https://www.facebook.com/Shrewsbury-Boro-School-204569752922163/,https://twitter.com/sbs_tigers
25,MONMOUTH,4980,SPRING LAKE BORO,PK-08,DR. BOCCUTI,411 TUTTLE AVENUE,SPRING LAKE NJ 07762,(732)449-6380 Ext. 411,RBOCCUTI@HWMOUNTZ.K12.NJ.US,https://www.hwmountz.k12.nj.us,,
25,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,KG-08,MR. SPALTHOFF,1110 HIGHWAY 71,SPRING LAKE HEIGHTS NJ 07762,(732)449-6149 Ext. 208,JSPALTHOFF@SLHEIGHTS.ORG,http://www.slheights.org/,https://www.facebook.com/Spring-Lake-Heights-School-832318330210100/,https://twitter.com/SLHeights
25,MONMOUTH,5185,TINTON FALLS,PK-08,MRS. GOLDEY,658 TINTON AVENUE,TINTON FALLS NJ 07724,(732)460-2404,LGOLDEY@TFSCHOOLS.ORG,https://www.tfschools.org,https://www.facebook.com/TFSPride/,https://www.twitter.com/TFSPantherPride
25,MONMOUTH,5230,UNION BEACH,PK-08,MRS. LEWERT,1207 FLORENCE AVE,UNION BEACH NJ 07735,(732)264-5405,ALEWERT@UNIONBEACHSCHOOLS.ORG,http://www.unionbeachschools.org,https://www.facebook.com/ubmemorialschool,
25,MONMOUTH,5310,UPPER FREEHOLD REGIONAL,PK-12,MR. GUTERL,27 HIGH STREET,ALLENTOWN NJ 08501,(609)259-7292 Ext. 3201,GUTERLM@UFRSD.NET,http://www.UFRSD.net,http://www.facebook.com/UFRSD,http://twitter.com/UFRSD.Super
25,MONMOUTH,5420,WALL TWP,PK-12,CHERYL DYER,1620 18TH AVENUE,WALL NJ 07719,(732)556-2005,CDYER@WALL.K12.NJ.US,https://www.wall.k12.nj.us/,,https://twitter.com/WallTwpSchools
25,MONMOUTH,5640,WEST LONG BRANCH BORO,PK-08,MR. FARRELL,135 LOCUST AVENUE,WEST LONG BRANCH NJ 07764,(732)222-5900 Ext. 1304,TFARRELL@WLBSCHOOLS.COM,https://www.wlbschools.com,,https://twitter.com/wlbschools?lang=en
27,MORRIS,0450,BOONTON TOWN,PK-12,MR. PRESUTO,434 LATHROP AVENUE,BOONTON NJ 07005,(973)335-9700,ROBERT.PRESUTO@BOONTONSCHOOLS.ORG,https://www.boontonschools.org/,https://www.facebook.com/boontonschools/,
27,MORRIS,0460,BOONTON TWP,PK-08,DR. ANGELILLO,11 VALLEY ROAD,BOONTON TOWNSHIP NJ 07005,(973)334-4162 Ext. 321,CANGELILLO@BTRVS.ORG,http://www.rvsnj.org,,
27,MORRIS,0630,BUTLER BORO,PK-12,DR. JOHNSON,38 BARTHOLDI AVE,BUTLER NJ 07405,(973)492-2025 Ext. 6511,DJOHNSON@BUTLERBOE.ORG,https://www.butlerboe.org,https://www.facebook.com/Butler-Public-Schools-200645557416/,https://twitter.com/butlerpublic
27,MORRIS,0785,SCH DIST OF THE CHATHAMS,PK-12,DR. LASUSA,58 MEYERSVILLE ROAD,CHATHAM NJ 07928,(973)457-2520,MLASUSA@CHATHAM-NJ.ORG,https://www.chatham-nj.org,,
27,MORRIS,0820,CHESTER TWP,PK-08,DR. VANWOERT,50 NORTH ROAD,CHESTER NJ 07930,(908)879-7373 Ext. 7312,CHRISTINA.VANWOERT@CHESTER-NJ.ORG,https://www.chester-nj.org,https://www.facebook.com/ChesterNJSchools/,https://twitter.com/chesternjschool
